state_id,reflection_partner_id,case,mesh,requested_amplitude,node,x,u,v
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,0,0.0,9.979994759711149,9.995164342639479
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,1,0.11041666666666666,9.980377942116197,9.995256815205549
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,2,0.22083333333333333,9.98151289016071,9.995530688615839
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,3,0.33125,9.983356348212894,9.995975464785937
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,4,0.44166666666666665,9.985838011888204,9.996574091209741
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,5,0.5520833333333333,9.98886314804738,9.99730361019784
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,6,0.6625,9.992316138762654,9.998136033952346
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,7,0.7729166666666667,9.996064827688034,9.999039412939437
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,8,0.8833333333333333,9.99996551649642,9.999979057594807
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,9,0.9937499999999999,10.00386843190419,10.000918867341083
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,10,1.1041666666666665,10.00762346164873,10.001822716467315
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,11,1.2145833333333333,10.011085942072135,10.0026558438348
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,12,1.325,10.014122272107802,10.003386192791048
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,13,1.4354166666666666,10.016615129662327,10.003985649183052
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,14,1.5458333333333334,10.018468077429223,10.004431128966262
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,15,1.65625,10.019609366299479,10.004705472515822
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,16,1.7666666666666666,10.019994775306637,10.004798110172853
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,17,1.8770833333333332,10.019609366299488,10.00470547251582
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,18,1.9874999999999998,10.018468077429239,10.004431128966258
hm-a10-g1-L5p3-n3-beta2__N0048__Aminus_0p02,hm-a10-g1-L5p3-n3-beta2__N0048__Aplus_0p02,hm-a10-g1-L5p3-n3-beta2,48,-0.02,19,2.0979166666666664,10.01661512966235,10.003985649183047
