state_id,reflection_partner_id,case,mesh,requested_amplitude,node,x,u,v
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,2,0.175,9.990487460880148,9.997739471561681
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,3,0.26249999999999996,9.99108713991334,9.997881841950713
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,4,0.35,9.991906000751538,9.998076234277221
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,5,0.4375,9.992923956053671,9.99831786745416
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,6,0.5249999999999999,9.994116024353195,9.998600797765262
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,7,0.6124999999999999,9.995452936974587,9.9989180646228
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,8,0.7,9.996901850508415,9.999261861363893
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,9,0.7875,9.998427148104557,9.999623726938102
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,10,0.875,9.999991310579203,9.999994753819006
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,11,0.9624999999999999,10.001555836464428,10.000365807062217
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,12,1.0499999999999998,10.003082188719162,10.000727749142818
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,13,1.1375,10.00453274492232,10.001071665045414
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,14,1.2249999999999999,10.005871727427923,10.001389082055205
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,15,1.3125,10.007066090211906,10.001672178811363
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,16,1.4,10.008086339998636,10.001913978433363
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,17,1.4874999999999998,10.008907270721414,10.00210852091213
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,18,1.575,10.009508592424385,10.002251010462672
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,19,1.6624999999999999,10.009875438311092,10.00233793415132
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,20,1.75,10.009998736723443,10.00236714882375
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,21,1.8375,10.009875438311076,10.002337934151324
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,22,1.9249999999999998,10.009508592424352,10.002251010462675
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,23,2.0124999999999997,10.008907270721366,10.002108520912135
