state_id,reflection_partner_id,case,mesh,requested_amplitude,node,x,u,v
hm-a10-g1-L3p5-n2-beta0__N0040__Aminus_0p02,hm-a10-g1-L3p5-n2-beta0__N0040__Aplus_0p02,hm-a10-g1-L3p5-n2-beta0,40,-0.02,0,0.0,9.980028754251512,9.995239978507778
hm-a10-g1-L3p5-n2-beta0__N0040__Aminus_0p02,hm-a10-g1-L3p5-n2-beta0__N0040__Aplus_0p02,hm-a10-g1-L3p5-n2-beta0,40,-0.02,1,0.0875,9.98027261497419,9.995298208975635
hm-a10-g1-L3p5-n2-beta0__N0040__Aminus_0p02,hm-a10-g1-L3p5-n2-beta0__N0040__Aplus_0p02,hm-a10-g1-L3p5-n2-beta0,40,-0.02,2,0.175,9.980998365041323,9.995471479147568
hm-a10-g1-L3p5-n2-beta0__N0040__Aminus_0p02,hm-a10-g1-L3p5-n2-beta0__N0040__Aplus_0p02,hm-a10-g1-L3p5-n2-beta0,40,-0.02,3,0.26249999999999996,9.982188635105844,9.995755559099377
hm-a10-g1-L3p5-n2-beta0__N0040__Aminus_0p02,hm-a10-g1-L3p5-n2-beta0__N0040__Aplus_0p02,hm-a10-g1-L3p5-n2-beta0,40,-0.02,4,0.35,9.983814897893192,9.996143510813015
hm-a10-g1-L3p5-n2-beta0__N0040__Aminus_0p02,hm-a10-g1-L3p5-n2-beta0__N0040__Aplus_0p02,hm-a10-g1-L3p5-n2-beta0,40,-0.02,5,0.4375,9.985838095132943,9.996625853469322
hm-a10-g1-L3p5-n2-beta0__N0040__Aminus_0p02,hm-a10-g1-L3p5-n2-beta0__N0040__Aplus_0p02,hm-a10-g1-L3p5-n2-beta0,40,-0.02,6,0.5249999999999999,9.988209503850344,9.997190789900392
hm-a10-g1-L3p5-n2-beta0__N0040__Aminus_0p02,hm-a10-g1-L3p5-n2-beta0__N0040__Aplus_0p02,hm-a10-g1-L3p5-n2-beta0,40,-0.02,7,0.6124999999999999,9.99087182980598,9.997824489302783
hm-a10-g1-L3p5-n2-beta0__N0040__Aminus_0p02,hm-a10-g1-L3p5-n2-beta0__N0040__Aplus_0p02,hm-a10-g1-L3p5-n2-beta0,40,-0.02,8,0.7,9.993760511369528,9.998511420004446
hm-a10-g1-L3p5-n2-beta0__N0040__Aminus_0p02,hm-a10-g1-L3p5-n2-beta0__N0040__Aplus_0p02,hm-a10-g1-L3p5-n2-beta0,40,-0.02,9,0.7875,9.996805212065334,9.999234724850348
